id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kematian,jenis_kelamin,jumlah_kematian,satuan,tahun
243,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BAYI,PEREMPUAN,11,JIWA,2019
244,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEONATAL,LAKI-LAKI,14,JIWA,2019
245,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEONATAL,PEREMPUAN,7,JIWA,2019
246,32,JAWA BARAT,3271,KOTA BOGOR,ANAK BALITA,LAKI-LAKI,3,JIWA,2019
247,32,JAWA BARAT,3271,KOTA BOGOR,ANAK BALITA,PEREMPUAN,1,JIWA,2019
248,32,JAWA BARAT,3271,KOTA BOGOR,BAYI,LAKI-LAKI,30,JIWA,2019
249,32,JAWA BARAT,3271,KOTA BOGOR,BAYI,PEREMPUAN,24,JIWA,2019
250,32,JAWA BARAT,3271,KOTA BOGOR,NEONATAL,LAKI-LAKI,25,JIWA,2019
251,32,JAWA BARAT,3271,KOTA BOGOR,NEONATAL,PEREMPUAN,19,JIWA,2019
252,32,JAWA BARAT,3272,KOTA SUKABUMI,ANAK BALITA,LAKI-LAKI,0,JIWA,2019
253,32,JAWA BARAT,3272,KOTA SUKABUMI,ANAK BALITA,PEREMPUAN,0,JIWA,2019
254,32,JAWA BARAT,3272,KOTA SUKABUMI,BAYI,LAKI-LAKI,0,JIWA,2019
255,32,JAWA BARAT,3272,KOTA SUKABUMI,BAYI,PEREMPUAN,0,JIWA,2019
256,32,JAWA BARAT,3272,KOTA SUKABUMI,NEONATAL,LAKI-LAKI,0,JIWA,2019
257,32,JAWA BARAT,3272,KOTA SUKABUMI,NEONATAL,PEREMPUAN,0,JIWA,2019
258,32,JAWA BARAT,3273,KOTA BANDUNG,ANAK BALITA,LAKI-LAKI,11,JIWA,2019
259,32,JAWA BARAT,3273,KOTA BANDUNG,ANAK BALITA,PEREMPUAN,16,JIWA,2019
260,32,JAWA BARAT,3273,KOTA BANDUNG,BAYI,LAKI-LAKI,69,JIWA,2019
261,32,JAWA BARAT,3273,KOTA BANDUNG,BAYI,PEREMPUAN,45,JIWA,2019
262,32,JAWA BARAT,3273,KOTA BANDUNG,NEONATAL,LAKI-LAKI,54,JIWA,2019
263,32,JAWA BARAT,3273,KOTA BANDUNG,NEONATAL,PEREMPUAN,31,JIWA,2019
264,32,JAWA BARAT,3274,KOTA CIREBON,ANAK BALITA,LAKI-LAKI,3,JIWA,2019
265,32,JAWA BARAT,3274,KOTA CIREBON,ANAK BALITA,PEREMPUAN,1,JIWA,2019
266,32,JAWA BARAT,3274,KOTA CIREBON,BAYI,LAKI-LAKI,9,JIWA,2019
267,32,JAWA BARAT,3274,KOTA CIREBON,BAYI,PEREMPUAN,5,JIWA,2019
268,32,JAWA BARAT,3274,KOTA CIREBON,NEONATAL,LAKI-LAKI,7,JIWA,2019
269,32,JAWA BARAT,3274,KOTA CIREBON,NEONATAL,PEREMPUAN,5,JIWA,2019
270,32,JAWA BARAT,3275,KOTA BEKASI,ANAK BALITA,LAKI-LAKI,1,JIWA,2019
271,32,JAWA BARAT,3275,KOTA BEKASI,ANAK BALITA,PEREMPUAN,2,JIWA,2019
272,32,JAWA BARAT,3275,KOTA BEKASI,BAYI,LAKI-LAKI,34,JIWA,2019
273,32,JAWA BARAT,3275,KOTA BEKASI,BAYI,PEREMPUAN,24,JIWA,2019
274,32,JAWA BARAT,3275,KOTA BEKASI,NEONATAL,LAKI-LAKI,28,JIWA,2019
275,32,JAWA BARAT,3275,KOTA BEKASI,NEONATAL,PEREMPUAN,21,JIWA,2019
276,32,JAWA BARAT,3276,KOTA DEPOK,ANAK BALITA,LAKI-LAKI,2,JIWA,2019
277,32,JAWA BARAT,3276,KOTA DEPOK,ANAK BALITA,PEREMPUAN,2,JIWA,2019
278,32,JAWA BARAT,3276,KOTA DEPOK,BAYI,LAKI-LAKI,50,JIWA,2019
279,32,JAWA BARAT,3276,KOTA DEPOK,BAYI,PEREMPUAN,31,JIWA,2019
280,32,JAWA BARAT,3276,KOTA DEPOK,NEONATAL,LAKI-LAKI,46,JIWA,2019
281,32,JAWA BARAT,3276,KOTA DEPOK,NEONATAL,PEREMPUAN,24,JIWA,2019
282,32,JAWA BARAT,3277,KOTA CIMAHI,ANAK BALITA,LAKI-LAKI,0,JIWA,2019
283,32,JAWA BARAT,3277,KOTA CIMAHI,ANAK BALITA,PEREMPUAN,2,JIWA,2019
284,32,JAWA BARAT,3277,KOTA CIMAHI,BAYI,LAKI-LAKI,29,JIWA,2019
285,32,JAWA BARAT,3277,KOTA CIMAHI,BAYI,PEREMPUAN,35,JIWA,2019
286,32,JAWA BARAT,3277,KOTA CIMAHI,NEONATAL,LAKI-LAKI,18,JIWA,2019
287,32,JAWA BARAT,3277,KOTA CIMAHI,NEONATAL,PEREMPUAN,30,JIWA,2019
288,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ANAK BALITA,LAKI-LAKI,9,JIWA,2019
289,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ANAK BALITA,PEREMPUAN,5,JIWA,2019
290,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAYI,LAKI-LAKI,34,JIWA,2019
291,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAYI,PEREMPUAN,28,JIWA,2019
292,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEONATAL,LAKI-LAKI,24,JIWA,2019
293,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEONATAL,PEREMPUAN,22,JIWA,2019
294,32,JAWA BARAT,3279,KOTA BANJAR,ANAK BALITA,LAKI-LAKI,9,JIWA,2019
295,32,JAWA BARAT,3279,KOTA BANJAR,ANAK BALITA,PEREMPUAN,5,JIWA,2019
296,32,JAWA BARAT,3279,KOTA BANJAR,BAYI,LAKI-LAKI,13,JIWA,2019
297,32,JAWA BARAT,3279,KOTA BANJAR,BAYI,PEREMPUAN,12,JIWA,2019
298,32,JAWA BARAT,3279,KOTA BANJAR,NEONATAL,LAKI-LAKI,10,JIWA,2019
299,32,JAWA BARAT,3279,KOTA BANJAR,NEONATAL,PEREMPUAN,7,JIWA,2019
